245	402	542
453	508	711
43	345	760
3	339	692
225	589	807
42	724	812
276	637	949
269	493	770
31	647	861
264	362	547
267	292	433
404	580	980
403	553	573
624	904	976
190	563	905
292	314	401
107	547	640
457	493	570
692	931	954
50	820	883
503	552	804
152	340	818
458	714	744
555	708	931
166	501	738
82	125	962
285	455	716
195	809	846
554	643	759
461	503	838
25	56	910
474	614	964
498	559	768
243	564	631
874	902	948
559	706	957
681	766	987
183	560	962
246	355	378
91	102	338
426	564	815
247	809	905
443	481	979
565	610	998
625	676	878
284	320	673
464	670	853
127	565	702
165	680	955
391	707	870
404	567	975
317	449	594
380	609	620
99	457	733
594	696	719
19	362	843
88	289	904
37	731	841
31	287	715
283	616	660
238	443	840
265	285	667
251	504	933
327	578	733
75	76	987
10	305	572
253	316	592
312	760	879
246	275	546
381	677	906
799	920	936
190	199	513
534	772	851
249	539	834
305	684	922
117	530	567
46	250	837
136	451	579
13	527	578
282	373	457
101	152	924
59	128	735
138	215	741
47	443	658
282	581	997
74	157	916
68	140	946
183	585	626
584	773	860
211	438	587
169	347	483
281	919	924
368	452	586
487	626	848
292	466	765
476	587	810
159	249	822
77	398	501
270	782	895
591	592	963
450	489	510
307	591	849
148	425	721
35	591	607
196	391	669
181	398	437
441	595	714
368	509	605
88	422	717
76	168	390
104	294	599
375	432	588
136	420	693
374	420	654
268	380	540
313	434	812
31	327	582
222	314	584
161	265	598
203	396	875
504	641	649
293	633	768
239	675	750
605	843	855
605	763	821
99	828	834
29	43	537
69	127	825
498	658	985
192	494	844
386	467	698
741	844	976
64	785	953
403	719	967
335	341	866
406	589	938
187	697	968
105	392	984
115	327	934
493	781	957
403	449	675
210	779	939
545	917	973
389	661	984
220	274	576
61	221	237
418	486	612
710	795	954
295	613	929
449	622	950
53	616	825
311	396	879
295	586	690
590	832	941
83	263	514
619	672	809
48	682	760
405	617	703
216	663	687
219	489	763
624	639	767
95	173	622
17	149	623
299	329	561
792	795	960
168	306	548
537	857	947
103	533	554
60	625	727
269	506	930
56	259	372
173	263	926
200	542	628
69	487	936
208	922	960
337	641	718
358	400	552
291	330	933
156	629	901
248	504	688
337	542	982
231	732	998
158	353	483
406	472	633
5	228	634
139	499	632
16	50	912
745	769	799
400	660	898
582	752	808
308	395	462
210	246	892
23	114	256
89	572	802
114	408	549
491	578	714
53	549	956
33	284	640
113	364	898
257	273	406
258	340	565
364	661	916
228	783	807
488	556	813
150	811	988
475	642	898
149	748	959
442	484	644
39	77	553
110	278	801
853	876	972
62	162	647
8	206	541
18	679	832
179	254	994
453	505	971
306	426	983
383	473	693
48	147	917
333	652	948
118	294	451
299	370	652
335	338	653
194	655	713
161	212	730
314	653	800
183	240	430
547	652	882
165	231	942
332	680	892
90	243	578
290	452	475
648	875	942
367	656	997
41	123	371
119	165	695
634	657	757
196	660	880
528	678	739
158	343	904
64	456	611
95	191	718
449	982	993
59	415	620
413	633	804
264	852	907
105	294	454
609	953	999
748	780	785
201	534	965
67	138	669
41	283	422
366	762	986
459	575	579
78	603	723
200	466	683
82	209	838
274	375	670
644	886	936
647	791	854
331	623	672
646	671	881
18	680	820
351	922	950
707	782	828
765	969	989
22	283	303
220	345	418
417	776	891
427	677	746
177	431	669
413	534	582
118	790	868
133	151	704
126	739	800
257	339	677
63	551	816
130	153	701
383	393	429
150	568	927
290	481	784
116	681	734
82	507	892
589	674	683
16	217	980
603	613	754
181	523	683
616	661	794
352	436	673
38	162	708
459	845	899
575	731	775
317	415	710
448	686	975
82	304	689
424	567	765
322	417	944
45	336	413
445	544	688
363	692	813
692	788	861
413	868	995
864	882	976
619	691	695
342	469	541
17	326	502
154	892	964
103	150	690
480	595	693
26	697	841
468	787	873
405	512	514
133	217	635
244	618	700
80	356	495
517	595	676
482	488	600
46	104	131
544	560	876
516	661	702
337	398	883
311	574	577
734	817	947
20	563	772
5	704	812
407	486	801
172	238	399
289	389	646
271	768	801
27	175	206
387	707	803
649	710	953
532	706	748
35	225	710
423	709	777
650	822	903
141	444	708
69	555	710
369	440	966
205	236	490
283	638	766
517	692	826
694	850	902
673	713	910
73	346	836
218	383	523
231	250	712
232	518	819
537	714	715
255	385	558
717	839	850
188	230	506
170	581	604
411	448	675
22	543	773
302	357	930
65	521	787
167	278	649
107	395	540
298	349	949
329	396	399
530	575	721
382	397	836
812	816	893
387	700	724
287	325	383
148	595	745
460	725	838
94	536	891
755	827	987
92	199	616
76	492	719
81	668	728
82	422	901
102	729	758
315	387	750
291	665	986
73	209	585
237	911	978
457	672	879
487	672	732
356	635	948
277	634	703
114	447	754
19	669	735
322	403	798
371	483	732
618	732	908
22	32	510
96	221	605
162	579	736
527	737	914
21	69	761
143	280	307
258	352	387
29	429	433
55	706	935
534	930	996
354	397	688
116	661	975
8	94	501
723	758	776
320	744	782
548	682	896
100	142	563
320	454	526
388	743	834
134	575	868
407	432	878
208	219	746
739	920	952
128	897	921
264	542	570
71	332	722
104	301	998
444	671	677
201	508	522
219	430	816
319	530	801
57	753	980
109	378	810
294	702	894
186	664	698
420	569	604
270	395	913
627	753	873
303	610	828
171	311	418
287	396	829
193	228	610
192	209	319
216	578	907
487	577	872
323	715	934
6	248	833
193	455	719
378	760	856
170	550	843
144	169	824
335	568	833
520	611	667
50	151	176
4	751	761
156	184	671
37	547	761
6	79	307
132	762	873
138	312	465
21	92	621
232	767	968
464	709	778
558	563	945
7	670	699
140	510	944
265	365	749
473	767	769
105	749	786
354	774	966
57	380	761
343	483	615
180	507	615
100	479	987
9	317	401
120	524	556
503	570	996
204	375	955
368	625	803
28	224	242
660	829	868
178	639	938
63	629	831
388	415	991
15	226	460
230	565	989
434	759	996
60	342	820
32	122	377
899	935	983
113	685	771
781	835	865
322	781	782
785	823	919
12	79	624
249	785	959
124	781	863
191	783	995
23	782	925
413	427	526
659	808	811
36	382	548
553	910	995
360	675	800
477	513	878
633	866	901
58	304	457
789	844	939
117	501	612
341	509	538
119	142	716
423	824	841
118	631	994
7	791	792
392	791	793
267	271	423
59	286	813
272	349	937
130	615	967
681	861	868
281	355	540
154	236	897
83	399	678
432	564	938
290	342	606
63	430	798
13	175	796
159	235	753
5	786	798
797	800	998
186	826	877
350	381	735
784	851	925
373	657	802
378	608	816
497	805	950
47	101	647
494	801	899
136	470	805
217	802	970
141	678	805
259	347	429
270	806	809
622	807	831
348	760	906
351	384	598
174	532	939
40	129	560
436	600	697
226	313	752
465	550	965
25	386	598
386	642	871
567	604	978
118	502	999
191	238	821
235	451	857
96	342	362
265	454	813
34	234	523
215	505	679
247	354	501
434	568	885
384	549	764
200	428	514
210	403	820
360	796	858
549	686	817
30	521	618
286	817	867
427	447	550
68	310	759
118	276	566
769	821	882
464	607	832
545	557	762
275	460	527
94	421	780
497	562	649
579	636	825
330	603	823
267	317	828
286	303	736
232	378	827
744	828	896
31	486	899
416	545	590
842	997	999
404	666	889
124	155	229
9	350	829
446	715	726
123	744	951
142	153	783
351	770	879
480	687	835
268	406	512
535	906	988
56	324	534
134	202	794
250	557	774
540	876	899
58	117	698
601	837	850
373	673	839
530	595	955
326	513	836
212	654	812
266	885	948
412	822	895
72	596	633
663	752	973
43	499	570
52	839	841
149	280	756
717	728	888
330	333	841
654	686	843
95	681	927
290	571	845
167	859	993
2	846	989
409	575	847
232	516	538
112	165	254
184	268	987
24	313	458
211	697	719
691	886	935
648	847	849
7	531	674
207	703	851
27	69	793
229	359	824
287	859	932
478	574	658
559	877	949
61	100	964
148	332	456
204	852	854
11	49	820
385	544	599
77	334	915
297	338	773
580	715	856
440	744	945
251	526	831
177	267	437
486	840	858
108	587	630
75	197	814
426	502	978
439	622	757
611	827	848
377	659	740
228	263	585
16	700	861
145	690	848
36	122	256
51	517	867
12	652	718
151	743	866
128	810	871
676	814	980
20	875	877
51	390	868
55	454	571
166	558	734
223	505	799
651	734	797
398	466	691
119	871	894
477	607	874
227	629	872
104	602	604
93	740	966
81	467	874
294	296	468
45	233	820
14	96	818
502	771	897
68	621	917
321	804	896
255	425	456
394	819	852
5	711	840
247	630	665
350	416	854
58	556	966
73	130	765
156	175	777
95	507	971
879	900	921
7	620	788
144	704	968
529	608	665
178	470	881
87	160	640
15	284	308
233	728	761
363	616	673
656	702	815
22	605	699
189	581	839
322	529	711
97	149	788
890	933	951
298	788	880
12	341	622
887	889	890
468	508	535
202	264	964
34	653	938
415	474	632
390	510	535
17	380	951
32	211	713
302	412	866
615	895	988
123	288	711
157	631	894
327	691	786
116	288	881
658	731	917
116	468	487
189	208	693
75	446	635
24	27	624
179	897	997
8	241	793
553	864	991
188	212	903
28	241	738
196	456	811
344	459	794
326	945	964
124	271	895
227	324	747
342	421	431
163	789	1000
24	230	329
286	908	981
421	462	906
26	551	572
121	437	752
827	853	907
580	644	789
12	166	384
201	599	910
97	780	862
230	521	971
198	395	578
189	455	647
314	315	977
70	446	846
149	594	911
204	658	990
14	102	305
18	841	890
406	415	809
446	819	915
106	424	471
100	105	194
545	753	983
158	529	739
1	337	587
323	704	925
125	695	860
189	447	684
24	85	734
131	187	920
171	242	825
18	205	208
85	859	922
26	232	729
280	671	979
278	366	465
35	561	961
31	316	778
6	531	651
13	260	530
240	881	926
137	340	360
73	95	163
569	627	928
44	300	912
373	552	735
522	657	929
52	701	937
433	927	989
108	154	641
137	596	756
8	707	718
884	932	981
68	495	523
87	931	946
182	245	934
112	487	491
26	53	909
540	824	932
738	940	942
310	358	572
239	265	936
34	158	567
218	226	859
447	485	518
402	512	956
684	938	971
14	416	461
253	939	994
124	141	218
150	337	943
20	559	941
50	202	867
624	708	720
125	463	941
562	941	995
97	187	312
630	709	945
11	471	944
38	205	339
71	130	574
318	507	833
301	433	505
222	490	649
358	411	577
313	334	950
65	888	956
172	463	989
272	365	887
61	788	823
463	593	952
414	845	955
43	951	955
146	288	331
443	808	953
94	224	290
115	742	750
29	765	954
151	352	954
488	723	736
774	923	958
322	469	844
266	336	956
185	304	474
90	443	756
297	539	938
47	389	816
349	697	958
72	520	959
235	776	947
347	739	962
151	770	886
88	215	687
448	514	667
513	525	792
17	416	463
84	220	835
209	553	974
435	593	962
211	450	597
198	292	340
222	344	500
188	951	983
261	296	533
279	510	546
156	306	685
157	720	969
269	293	923
235	597	997
282	811	969
386	805	884
132	368	704
419	514	731
154	281	908
129	394	651
14	282	870
180	194	972
197	393	882
288	374	503
61	308	973
70	643	734
484	485	834
243	297	607
75	320	836
78	161	967
22	97	979
253	924	977
381	688	775
251	445	473
445	526	605
623	758	981
281	442	984
488	603	985
405	653	878
94	248	460
531	850	922
663	670	803
66	880	960
136	528	556
236	836	983
47	680	957
677	792	914
9	325	469
209	390	741
177	617	990
262	436	986
174	358	639
175	434	890
537	601	657
375	381	855
338	556	815
17	266	846
366	807	851
612	669	796
62	435	797
320	787	893
407	438	992
309	533	822
580	587	880
114	645	928
240	424	893
37	207	939
195	959	979
66	671	999
384	856	990
431	743	826
81	705	783
6	624	666
176	321	845
421	860	1000
